user_id,signup_timestamp,email,ip_address,user_agent,session_duration_seconds,pages_viewed,form_fill_time_seconds,mouse_movements,typing_speed_cpm,screen_resolution,timezone_offset,is_vpn,referral_source,profile_completeness,has_profile_photo,bio_length,email_has_numbers,email_length,ip_signup_count_24h,device_signup_count_24h,claimed_country,ip_country,country_mismatch,is_fraud
9726,2024-11-10 15:11:00,alex.johnson869@gmail.com,185.199.91.165,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",29,2,6,9,912,1366x768,-8,True,direct,0.3988316492304558,False,9,True,15,10,10,BD,BD,False,True
104,2024-09-28 04:24:00,lisa.garcia95@gmail.com,63.130.104.85,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",255,2,167,486,322,1536x864,-8,False,email,0.5363921641862515,False,350,True,13,2,0,NG,NG,False,False
3315,2024-10-22 13:17:00,mike.smith105@icloud.com,57.160.125.216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",540,9,241,562,328,1366x768,5,False,linkedin,0.9620281035156613,False,423,True,13,0,0,IN,IN,False,False
1656,2024-08-31 23:28:00,lisa.johnson132@hotmail.com,95.32.111.129,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",278,11,73,645,398,1366x768,5,False,twitter,0.8216115259970018,False,71,True,15,1,1,DE,DE,False,False
1533,2024-02-04 22:58:00,sarah.smith398@gmail.com,47.212.67.185,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",439,3,249,425,275,1366x768,-7,False,google,0.7771836535320492,True,379,True,14,0,0,UK,UK,False,False
4680,2024-01-15 23:24:00,chris.brown903@hotmail.com,32.82.46.46,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",318,4,140,813,400,1536x864,1,False,twitter,0.9319846022104967,True,226,True,14,2,1,FR,FR,False,False
8813,2024-12-07 23:11:00,chris.smith168@yahoo.com,143.33.56.65,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",196,10,160,339,283,1366x768,3,False,twitter,0.8316264944782148,False,177,True,14,1,0,DE,DE,False,False
9002,2024-08-18 21:48:00,john.smith788@yahoo.com,66.113.35.209,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",221,10,84,1000,380,1920x1080,5,False,direct,0.6782488829917083,False,142,True,13,2,1,NG,NG,False,False
6622,2024-07-29 03:23:00,jane.smith728@icloud.com,214.204.112.202,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",453,15,244,760,263,1440x900,-4,False,referral,0.8426718410936984,True,93,True,13,2,1,IN,IN,False,False
1443,2024-03-26 13:36:00,alex.garcia516@hotmail.com,142.27.149.67,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",391,4,168,602,254,1536x864,1,False,email,0.8463051983040406,True,268,True,14,1,1,CA,CA,False,False
214,2024-06-10 15:57:00,david.miller228@icloud.com,148.140.251.47,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",191,2,299,918,258,1536x864,-8,False,direct,0.6736444808308666,False,447,True,15,0,1,UK,UK,False,False
5356,2024-05-16 08:49:00,emma.johnson144@outlook.com,90.146.8.103,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,393,10,83,741,226,1440x900,-4,False,facebook,0.5889583753412759,False,195,True,15,0,1,US,US,False,False
9218,2024-04-03 23:30:00,john.jones188@outlook.com,42.148.41.45,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",513,7,109,586,319,1536x864,3,False,email,0.6583285386287332,True,434,True,13,2,0,BD,BD,False,False
6322,2024-10-04 04:02:00,sarah.williams648@icloud.com,178.166.31.128,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",361,5,171,734,340,1440x900,-7,False,linkedin,0.7647600963240255,True,281,True,17,0,1,UK,UK,False,False
4989,2024-06-06 18:37:00,chris.smith679@yahoo.com,143.136.235.245,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",247,7,185,367,219,1536x864,1,False,direct,0.7981386039047558,False,297,True,14,1,1,IN,IN,False,False
1419,2024-04-23 03:27:00,lisa.jones10@icloud.com,216.218.197.215,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,314,5,30,360,245,1440x900,-7,False,google,0.6947673898174993,True,185,True,12,2,1,US,US,False,False
9516,2024-10-05 15:40:00,chris.williams509@icloud.com,45.33.66.205,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",27,2,5,33,1555,1920x1080,1,True,unknown,0.2731737115870107,False,14,True,17,19,7,NG,NG,False,True
8606,2024-04-23 20:40:00,lisa.miller477@gmail.com,16.25.72.20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",294,4,152,961,184,1920x1080,2,False,linkedin,0.7274479384704182,True,401,True,14,0,1,PH,PH,False,False
181,2024-01-24 05:31:00,sarah.brown124@icloud.com,36.209.54.66,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",462,5,264,944,350,1440x900,-7,False,email,0.7072351725641651,False,478,True,14,2,0,NG,NG,False,False
4352,2024-09-10 00:56:00,chris.brown689@gmail.com,31.204.186.65,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",587,6,97,727,324,2560x1440,-5,False,google,0.7371617058772839,True,421,True,14,0,1,DE,DE,False,False
8700,2024-10-26 14:20:00,david.garcia988@outlook.com,30.12.183.176,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,442,9,145,377,298,2560x1440,-5,False,referral,0.6856335292200907,True,263,True,15,0,0,IN,IN,False,False
2446,2024-11-22 22:36:00,sarah.williams781@icloud.com,206.181.49.6,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",565,12,294,507,250,2560x1440,3,False,referral,0.9912574500085496,True,204,True,17,0,0,US,US,False,False
5321,2024-04-22 10:48:00,emma.brown707@icloud.com,27.191.187.125,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",473,6,107,984,167,2560x1440,5,False,google,0.5549682107847049,False,211,True,13,1,1,UK,UK,False,False
8045,2024-10-23 05:47:00,john.miller914@yahoo.com,197.132.161.106,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",451,3,187,223,196,1440x900,8,False,referral,0.9108325224635049,True,221,True,14,1,0,UK,UK,False,False
5684,2024-11-13 16:22:00,john.brown667@icloud.com,139.153.155.239,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",415,11,229,251,190,1440x900,-4,False,google,0.7184480707036869,True,126,True,13,1,0,NG,NG,False,False
3532,2024-11-20 15:50:00,david.jones857@hotmail.com,210.223.179.195,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",215,7,203,690,209,1440x900,3,False,direct,0.6905270314507108,True,258,True,14,2,0,US,US,False,False
8244,2024-05-16 15:09:00,alex.johnson248@hotmail.com,38.201.50.251,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",540,14,83,418,267,1440x900,1,False,google,0.6736746376901912,False,157,True,15,1,0,BD,BD,False,False
7976,2024-07-28 06:40:00,chris.brown214@yahoo.com,74.25.203.61,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",380,3,160,932,299,2560x1440,9,False,linkedin,0.7020169432686036,True,113,True,14,2,0,BD,BD,False,False
3698,2024-07-11 07:41:00,lisa.johnson179@icloud.com,66.111.126.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",310,8,142,138,261,1536x864,-5,False,email,0.7224351380587152,False,424,True,15,1,0,PH,PH,False,False
70,2024-07-31 01:25:00,emma.brown29@gmail.com,129.191.120.99,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",386,3,201,910,187,1920x1080,-4,False,email,0.7362274665239155,False,438,True,12,2,1,NG,NG,False,False
544,2024-01-09 15:46:00,anna.smith407@yahoo.com,101.190.55.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",297,9,219,588,294,1440x900,0,False,facebook,0.9048403934758671,False,98,True,13,2,0,DE,DE,False,False
1204,2024-06-19 17:13:00,jane.garcia433@icloud.com,96.97.130.92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",395,9,106,658,244,1440x900,-5,False,facebook,0.7892512182002276,True,439,True,14,2,0,FR,FR,False,False
3078,2024-04-19 09:47:00,jane.miller689@icloud.com,86.18.104.85,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",431,6,58,742,323,1920x1080,3,False,email,0.6558724507021801,True,453,True,14,1,1,US,US,False,False
9106,2024-09-16 07:57:00,jane.williams902@icloud.com,207.214.155.126,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,225,15,230,746,189,1440x900,-6,False,email,0.664123967520843,False,243,True,16,0,0,PK,PK,False,False
9120,2024-03-08 11:16:00,chris.jones885@gmail.com,172.204.202.186,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",421,4,180,749,237,2560x1440,-6,False,linkedin,0.5706562182121886,False,337,True,14,0,0,IN,IN,False,False
9680,2024-11-12 17:14:00,anna.smith640@yahoo.com,182.209.170.147,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",54,3,4,40,1321,1920x1080,2,False,suspicious_affiliate,0.12080109737862942,False,1,True,13,6,4,UK,UK,False,True
6180,2024-12-03 12:39:00,alex.garcia321@gmail.com,155.83.87.150,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",523,12,69,103,347,2560x1440,5,False,email,0.815604973863508,False,199,True,14,2,0,UK,UK,False,False
8329,2024-09-26 03:23:00,alex.williams259@icloud.com,198.5.101.87,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",375,10,244,804,291,1440x900,9,False,referral,0.9526093995244562,True,174,True,16,0,1,PH,PH,False,False
4284,2024-07-23 07:16:00,lisa.smith426@outlook.com,86.186.160.197,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,95,12,283,612,163,1440x900,-8,False,twitter,0.5563612242819638,True,317,True,13,2,1,BD,BD,False,False
4007,2024-05-14 16:47:00,alex.davis884@gmail.com,54.148.120.245,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",363,3,232,600,179,1366x768,5,False,direct,0.7743468344641351,True,159,True,13,2,1,BD,BD,False,False
8713,2024-09-26 10:40:00,mike.smith716@hotmail.com,131.103.245.156,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",471,6,134,732,192,1366x768,0,False,facebook,0.6647668794890012,False,306,True,13,1,0,IN,IN,False,False
877,2024-01-03 20:48:00,mike.johnson91@gmail.com,139.211.129.63,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",453,8,257,325,353,1536x864,-8,False,linkedin,0.9481923568186845,True,283,True,14,1,1,IN,IN,False,False
8060,2024-08-23 22:48:00,john.garcia460@gmail.com,141.123.77.161,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",69,4,202,821,281,1366x768,9,False,twitter,0.7682711384824504,False,172,True,14,2,0,NG,NG,False,False
196,2024-10-17 11:51:00,sarah.brown730@outlook.com,81.219.86.2,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,506,6,214,237,323,2560x1440,2,False,twitter,0.6793708010567984,True,332,True,14,0,0,BD,BD,False,False
9746,2024-12-03 12:36:00,da8qaetlap0t9u@hotmail.com,185.199.217.47,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",20,3,4,27,842,1536x864,8,True,direct,0.3049415209542071,False,37,True,14,4,9,CA,CA,False,True
4010,2024-08-18 04:52:00,sarah.jones321@hotmail.com,220.61.238.28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",558,15,292,371,281,1536x864,5,False,email,0.8521222984442447,True,110,True,14,0,1,DE,DE,False,False
9962,2024-09-09 18:20:00,sarah.johnson731@outlook.com,45.33.132.57,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",32,1,13,44,1868,1366x768,9,True,direct,0.16250477572675845,False,9,True,16,14,9,FR,FR,False,True
2571,2024-08-06 10:50:00,john.johnson507@hotmail.com,28.129.223.215,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",74,14,209,680,210,2560x1440,2,False,google,0.5535085946163003,False,402,True,15,1,1,CA,CA,False,False
3753,2024-06-24 22:58:00,sarah.garcia766@icloud.com,126.12.114.77,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",443,5,168,220,271,1920x1080,2,False,direct,0.944103809779133,True,251,True,15,1,0,PH,PH,False,False
9247,2024-10-24 06:36:00,anna.jones388@gmail.com,10.177.31.121,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",163,8,82,738,207,1920x1080,8,False,twitter,0.6173191931787159,True,93,True,13,0,1,FR,FR,False,False
8628,2024-09-07 14:17:00,chris.williams127@hotmail.com,89.90.118.112,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,321,9,82,492,235,1366x768,9,False,facebook,0.6980074776133043,True,94,True,17,2,1,BD,BD,False,False
9368,2024-07-21 20:47:00,chris.williams630@hotmail.com,175.46.112.65,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",248,6,287,605,329,1536x864,-8,False,twitter,0.551548603735545,True,191,True,17,0,0,CA,CA,False,False
6159,2024-05-23 21:08:00,lisa.garcia380@icloud.com,16.60.141.247,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",524,5,239,452,163,1536x864,3,False,referral,0.7861367119231726,True,202,True,14,2,0,PK,PK,False,False
4791,2024-01-25 06:49:00,jane.davis821@yahoo.com,33.16.192.102,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",537,3,97,906,189,1920x1080,-4,False,referral,0.6421312768972007,True,110,True,13,1,1,US,US,False,False
5337,2024-12-11 00:41:00,chris.garcia968@icloud.com,169.171.112.102,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",571,15,52,388,212,1366x768,8,False,email,0.604817296501538,True,202,True,15,1,0,FR,FR,False,False
3024,2024-01-19 09:43:00,alex.johnson685@outlook.com,62.196.73.251,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",401,5,152,107,237,1920x1080,3,False,twitter,0.846443676873626,True,194,True,15,0,1,PH,PH,False,False
2718,2024-07-31 21:34:00,anna.miller507@gmail.com,206.132.57.78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",162,10,178,932,233,1536x864,-6,False,google,0.7543758218055018,False,368,True,14,2,1,IN,IN,False,False
8655,2024-09-30 00:29:00,anna.jones332@gmail.com,111.180.252.11,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",373,4,270,253,316,1440x900,9,False,twitter,0.993430542128426,True,469,True,13,2,1,US,US,False,False
6916,2024-11-04 03:51:00,alex.williams753@icloud.com,38.156.132.164,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",452,6,234,281,235,1536x864,1,False,facebook,0.7989668453224038,False,283,True,16,1,0,NG,NG,False,False
3984,2024-10-18 01:44:00,sarah.smith568@gmail.com,141.64.32.44,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",238,12,265,322,336,1366x768,8,False,twitter,0.6691185661158534,True,241,True,14,1,1,IN,IN,False,False
7308,2024-08-08 20:41:00,anna.jones947@icloud.com,100.76.82.223,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",301,6,184,521,324,1920x1080,-7,False,referral,0.6834405600493016,True,293,True,13,2,1,US,US,False,False
5953,2024-03-17 16:00:00,anna.davis970@hotmail.com,138.190.103.30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",246,7,144,349,395,1536x864,-7,False,email,0.9046597644510422,True,320,True,13,0,1,IN,IN,False,False
3844,2024-02-20 20:54:00,chris.davis521@yahoo.com,187.234.251.186,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",218,14,228,448,152,1366x768,-7,False,referral,0.5855602097985535,True,495,True,14,1,0,PH,PH,False,False
2682,2024-10-22 11:54:00,anna.williams138@hotmail.com,202.39.165.179,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",177,12,132,567,311,1920x1080,8,False,google,0.6989824121992088,True,395,True,16,0,1,NG,NG,False,False
4024,2024-05-16 04:17:00,alex.davis87@hotmail.com,154.162.153.232,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",214,14,100,945,226,1536x864,-6,False,facebook,0.5593009320326003,True,401,True,12,0,1,PK,PK,False,False
8715,2024-08-27 12:29:00,sarah.jones219@icloud.com,220.105.133.185,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",423,10,265,339,174,1536x864,-4,False,twitter,0.6090436217123641,True,156,True,14,0,1,PH,PH,False,False
3139,2024-01-05 14:39:00,lisa.johnson615@yahoo.com,151.48.145.155,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,155,2,171,478,178,1920x1080,-4,False,twitter,0.8521312532502223,True,111,True,15,1,1,PH,PH,False,False
4237,2024-03-02 20:29:00,jane.davis793@outlook.com,128.143.156.66,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",97,5,61,307,249,2560x1440,-5,False,email,0.6224220723437022,True,104,True,13,1,1,DE,DE,False,False
218,2024-01-11 13:07:00,emma.garcia690@outlook.com,90.101.89.251,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",582,9,258,180,247,1440x900,2,False,referral,0.9782972154946936,False,377,True,14,1,1,BD,BD,False,False
6618,2024-06-02 12:28:00,david.williams356@hotmail.com,180.175.158.183,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",353,10,225,413,340,2560x1440,0,False,direct,0.9364726495424573,False,103,True,17,0,0,NG,NG,False,False
9606,2024-08-18 02:47:00,anna.garcia778@icloud.com,139.59.47.172,curl/7.68.0,9,2,15,30,1486,1366x768,0,True,direct,0.3353952327984384,False,37,True,14,3,5,US,US,False,True
5268,2024-05-26 09:10:00,david.miller168@outlook.com,160.119.128.206,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",485,12,238,480,391,1440x900,-4,False,google,0.5456084440074859,False,72,True,15,2,1,FR,FR,False,False
2543,2024-06-27 02:00:00,chris.smith190@gmail.com,166.130.242.60,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",589,4,78,320,179,1440x900,3,False,facebook,0.6555228145013354,False,97,True,14,2,1,DE,DE,False,False
2870,2024-07-05 04:18:00,john.jones848@gmail.com,210.24.173.218,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",383,14,74,864,353,2560x1440,8,False,twitter,0.8820568152048698,True,334,True,13,2,0,BD,BD,False,False
1244,2024-10-31 23:39:00,john.jones281@yahoo.com,216.41.191.222,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",385,2,35,928,195,1366x768,8,False,twitter,0.8712006278593711,True,336,True,13,1,0,DE,DE,False,False
420,2024-06-12 09:32:00,lisa.brown507@icloud.com,177.63.140.218,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,358,13,222,160,357,1366x768,9,False,facebook,0.9240349744731862,False,165,True,13,2,0,CA,CA,False,False
6227,2024-06-11 00:49:00,chris.jones528@hotmail.com,114.116.187.228,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",144,5,179,853,237,2560x1440,-6,False,twitter,0.909191594769069,False,119,True,14,0,1,DE,DE,False,False
2058,2024-10-31 01:19:00,john.garcia699@outlook.com,111.156.144.154,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",126,7,80,719,344,1536x864,-4,False,facebook,0.7472569181014771,True,97,True,14,2,0,BD,BD,False,False
8493,2024-12-11 05:10:00,jane.jones918@outlook.com,106.38.134.10,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",467,15,53,682,216,1440x900,-6,False,facebook,0.6819065713280574,True,456,True,13,1,1,CA,CA,False,False
6434,2024-05-03 02:54:00,anna.davis645@icloud.com,166.51.196.7,"Mozilla/5.0 (iPad; CPU OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",98,11,197,567,176,1366x768,5,False,linkedin,0.738201703718798,True,476,True,13,1,0,PK,PK,False,False
3422,2024-09-05 04:47:00,chris.miller397@yahoo.com,212.21.222.126,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,554,7,64,738,260,1366x768,2,False,email,0.6939611360071616,True,62,True,15,0,0,NG,NG,False,False
